ISIN,Annoncment date,T-257,T+5
SE0000115446,7/26/2012,11/12/2011,7/31/2012
SE0000115446,5/18/2012,9/4/2011,5/23/2012
SE0000115446,8/18/2011,12/4/2010,8/23/2011
SE0000115446,8/4/2011,11/20/2010,8/9/2011
SE0000115446,6/14/2011,9/30/2010,6/19/2011
SE0011337708,10/22/2020,2/8/2020,10/27/2020
SE0011337708,3/2/2020,6/19/2019,3/7/2020
SE0011337708,9/11/2019,12/28/2018,9/16/2019
SE0011337708,2/27/2019,6/15/2018,3/4/2019
SE0011337708,2/20/2019,6/8/2018,2/25/2019
SE0011337708,7/15/2016,11/1/2015,7/20/2016
SE0011337708,9/25/2015,1/11/2015,9/30/2015
SE0011337708,7/10/2014,10/26/2013,7/15/2014
SE0011337708,4/9/2014,7/26/2013,4/14/2014
SE0011337708,7/26/2013,11/11/2012,7/31/2013
